accession	lab annotation	curated location	mapmapbin1 	mapmanname1	mapmapbin2	mapmanname2
GRMZM2G060505_P03   	MPPN domain containing protein, expressed	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G060513_P01   	expressed protein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G060540_P01   	serine/arginine repetitive matrix protein 1, putative, expressed	NULL	26.3	misc.gluco-, galacto- and mannosidases	NULL	NULL
GRMZM2G060540_P02   	serine/arginine repetitive matrix protein 1, putative, expressed	NULL	26.3	misc.gluco-, galacto- and mannosidases	NULL	NULL
GRMZM2G060561_P01   	 chaperone clpB 1	NULL	20.2.1	stress.abiotic.heat	NULL	NULL
GRMZM2G060561_P02   	 chaperone clpB 1	NULL	29.6	protein.folding	NULL	NULL
GRMZM2G060567_P01   	 eukaryotic translation initiation factor 3, subunit 1 alpha, 35kDa	NULL	29.2.3	protein.synthesis.initiation	NULL	NULL
GRMZM2G060567_P02   	no Arabidopsis or rice homologue	NULL	29.2.3	protein.synthesis.initiation	NULL	NULL
GRMZM2G060611_P01   	 oligosaccharyl transferase STT3 subunit	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G060611_P02   	 oligosaccharyl transferase STT3 subunit	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G060611_P03   	 oligosaccharyl transferase STT3 subunit	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G060630_P01   	phosphate transporter (PHT3-1 or PIC1)	mitochondria	34.9	transport.metabolite transporters at the mitochondrial membrane	NULL	NULL
GRMZM2G060659_P01   	sucrose synthase 2-1 (SUS2-1) 	NULL	2.2.1.5	major CHO metabolism.degradation.sucrose.Susy	NULL	NULL
GRMZM2G060659_P02   	 sucrose synthase 2	NULL	2.2.1.5	major CHO metabolism.degradation.sucrose.Susy	NULL	NULL
GRMZM2G060669_P01   	histone deacetylase complex subunit SAP18	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G060669_P02   	histone deacetylase complex subunit SAP18, putative, expressed	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G060669_P03   	histone deacetylase complex subunit SAP18, putative, expressed	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G060669_P04   	histone deacetylase complex subunit SAP18, putative, expressed	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G060669_P05   	histone deacetylase complex subunit SAP18, putative, expressed	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G060669_P06   	histone deacetylase complex subunit SAP18, putative, expressed	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G060669_P07   	histone deacetylase complex subunit SAP18, putative, expressed	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G060690_P01   	cyclin-dependent protein kinase regulator 	NULL	31.3	cell.cycle	NULL	NULL
GRMZM2G060690_P02   	expressed protein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G060690_P03   	cyclin-dependent protein kinase regulator 	NULL	31.3	cell.cycle	NULL	NULL
GRMZM2G060702_P01   	actin-depolymerizing factor 3	not plastid	31.1	cell.organisation	NULL	NULL
GRMZM2G060702_P02   	actin-depolymerizing factor 3	not plastid	31.1	cell.organisation	NULL	NULL
GRMZM2G060702_P03   	actin-depolymerizing factor 3	not plastid	31.1	cell.organisation	NULL	NULL
GRMZM2G060800_P01   	3-chloroallyl aldehyde dehydrogenase/ aldehyde dehydrogenase (NAD)  (ALDH3H1)	not plastid	5.1	fermentation.aldehyde dehydrogenase	NULL	NULL
GRMZM2G060800_P02   	3-chloroallyl aldehyde dehydrogenase/ aldehyde dehydrogenase (NAD)  (ALDH3H1)	not plastid	5.1	fermentation.aldehyde dehydrogenase	NULL	NULL
GRMZM2G060817_P01   	periodic tryptophan protein 2, putative, expressed	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G060824_P01   	cation-transporting ATPase	NULL	34.14	transport.unspecified cations	NULL	NULL
GRMZM2G060824_P02   	 cation-transporting ATPase	NULL	34.14	transport.unspecified cations	NULL	NULL
GRMZM2G060870_P01   	 pleckstrin homology domain containing, family A	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G060870_P02   	 pleckstrin homology domain containing, family A	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G060870_P03   	 pleckstrin homology domain containing, family A	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G060872_P01   	serine/threonine-protein kinase 	NULL	29.4.1	protein.postranslational modification.kinase	NULL	NULL
GRMZM2G060872_P02   	 serine/threonine-protein kinase 16	NULL	29.4	protein.postranslational modification	NULL	NULL
GRMZM2G060872_P03   	 serine/threonine-protein kinase 16	NULL	29.4	protein.postranslational modification	NULL	NULL
GRMZM2G060872_P04   	 serine/threonine-protein kinase 16	NULL	29.4	protein.postranslational modification	NULL	NULL
GRMZM2G060886_P01   	 phosphoethanolamine N-methyltransferase	NULL	11.3	lipid metabolism.Phospholipid synthesis	NULL	NULL
GRMZM2G060896_P01   	 spermidine synthase 3	NULL	22.1.6	polyamine metabolism.synthesis.spermidine synthase	NULL	NULL
GRMZM2G060896_P02   	 spermidine synthase 1	NULL	22.1.7	polyamine metabolism.synthesis.spermine synthase	NULL	NULL
GRMZM2G060896_P03   	 spermidine synthase 1	NULL	22.1.7	polyamine metabolism.synthesis.spermine synthase	NULL	NULL
GRMZM2G060896_P04   	 spermidine synthase 1	NULL	22.1.7	polyamine metabolism.synthesis.spermine synthase	NULL	NULL
GRMZM2G060906_P01   	vacuolar sorting protein 9 domain-containing protein / VPS9 domain-containing protein 	NULL	29.3.4.3	protein.targeting.secretory pathway.vacuole	NULL	NULL
GRMZM2G060924_P01   	replication factor C subunit 5, putative, expressed	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G060924_P02   	replication factor C subunit 5	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G060924_P03   	replication factor C subunit 5, putative, expressed	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G060937_P01   	EXPANSIN B2 	not plastid	10.7	cell wall.modification	NULL	NULL
GRMZM2G060943_P01   	expressed protein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G060943_P02   	expressed protein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G060947_P01   	kinesin light chain	NULL	31.1	cell.organisation	NULL	NULL
GRMZM2G060977_P01   	heterogeneous nuclear ribonucleoprotein 27C, putative, expressed	NULL	27.4	RNA.RNA binding	NULL	NULL
GRMZM2G060977_P02   	heterogeneous nuclear ribonucleoprotein 27C, putative, expressed	NULL	27.4	RNA.RNA binding	NULL	NULL
GRMZM2G060977_P03   	heterogeneous nuclear ribonucleoprotein 27C, putative, expressed	NULL	27.4	RNA.RNA binding	NULL	NULL
GRMZM2G060977_P04   	heterogeneous nuclear ribonucleoprotein 27C, putative, expressed	NULL	27.4	RNA.RNA binding	NULL	NULL
GRMZM2G060977_P05   	heterogeneous nuclear ribonucleoprotein 27C, putative, expressed	NULL	27.4	RNA.RNA binding	NULL	NULL
GRMZM2G060977_P06   	heterogeneous nuclear ribonucleoprotein 27C, putative, expressed	NULL	27.4	RNA.RNA binding	NULL	NULL
GRMZM2G060987_P01   	glioma tumor suppressor candidate region gene 2 protein, putative, expressed	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G060987_P02   	glioma tumor suppressor candidate region gene 2 protein, putative, expressed	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G060987_P03   	glioma tumor suppressor candidate region gene 2 protein, putative, expressed	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G060987_P04   	glioma tumor suppressor candidate region gene 2 protein, putative, expressed	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G060987_P05   	glioma tumor suppressor candidate region gene 2 protein, putative, expressed	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G061096_P01   	 transmembrane 9 superfamily protein member 1 	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G061096_P02   	 transmembrane 9 superfamily protein member 1 	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G061127_P01   	aspartyl aminopeptidase (DAP2)	NULL	29.5.4	protein.degradation.aspartate protease	NULL	NULL
GRMZM2G061135_P01   	S-adenosylmethionine synthetase 2 (SAM2)	NULL	13.1.3.4.11	amino acid metabolism.synthesis.aspartate family.methionine.S-adenosylmethionine synthetase	NULL	NULL
GRMZM2G061135_P02   	S-adenosylmethionine synthetase 2 (SAM2)	NULL	13.1.3.4.11	amino acid metabolism.synthesis.aspartate family.methionine.S-adenosylmethionine synthetase	NULL	NULL
GRMZM2G061230_P01   	peroxidase 43 	NULL	26.12	misc.peroxidases	NULL	NULL
GRMZM2G061230_P02   	 peroxidase 43 	NULL	26.12	misc.peroxidases	NULL	NULL
GRMZM2G061277_P01   	nucleic acid binding protein, putative, expressed	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G061447_P01   	 pto kinase interactor 1 	NULL	29.4.1.58	protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VIII	NULL	NULL
GRMZM2G061447_P02   	 pto kinase interactor 1	NULL	29.4.1.58	protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VIII	NULL	NULL
GRMZM2G061447_P03   	 pto kinase interactor 1	NULL	29.4.1.58	protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VIII	NULL	NULL
GRMZM2G061447_P04   	 pto kinase interactor 1	NULL	29.4.1.58	protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VIII	NULL	NULL
GRMZM2G061492_P01   	 kelch motif family protein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G061492_P02   	 kelch motif family protein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G061596_P01   	BRASSINOSTEROID INSENSITIVE 1-associated receptor kinase 1 	NULL	29.4.1.56	protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VI	NULL	NULL
GRMZM2G061596_P02   	 BRASSINOSTEROID INSENSITIVE 1-associated receptor kinase 1 	NULL	29.4.1.56	protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VI	NULL	NULL
GRMZM2G061596_P03   	 BRASSINOSTEROID INSENSITIVE 1-associated receptor kinase 1 	NULL	29.4.1.56	protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VI	NULL	NULL
GRMZM2G061602_P01   	SPA4 (SPA1-RELATED 4); signal transducer 	NULL	30.11	signalling.light	NULL	NULL
GRMZM2G061620_P01   	DNA repair protein RAD24	NULL	28.2	DNA.repair	NULL	NULL
GRMZM2G061620_P02   	DNA repair protein RAD23	NULL	28.2	DNA.repair	NULL	NULL
GRMZM2G061620_P03   	DNA repair protein RAD23	NULL	28.2	DNA.repair	NULL	NULL
GRMZM2G061620_P04   	DNA repair protein RAD23	NULL	28.2	DNA.repair	NULL	NULL
GRMZM2G061620_P05   	DNA repair protein RAD23	NULL	28.2	DNA.repair	NULL	NULL
GRMZM2G061620_P06   	DNA repair protein RAD23	NULL	28.2	DNA.repair	NULL	NULL
GRMZM2G061662_P01   	 NEDD8-activating enzyme E1 regulatory subunit	NULL	17.2.2	hormone metabolism.auxin.signal transduction	NULL	NULL
GRMZM2G061662_P02   	 NEDD8-activating enzyme E1 regulatory subunit	NULL	17.2.2	hormone metabolism.auxin.signal transduction	NULL	NULL
GRMZM2G061662_P03   	 NEDD8-activating enzyme E1 regulatory subunit	NULL	17.2.2	hormone metabolism.auxin.signal transduction	NULL	NULL
GRMZM2G061735_P01   	nucleic acid (DNA/RNA) binding (ALBA domain)	not plastid	27.3.67	RNA.regulation of transcription.putative transcription regulator	NULL	NULL
GRMZM2G061735_P02   	nucleic acid (DNA/RNA) binding (ALBA domain)	not plastid	27.3.67	RNA.regulation of transcription.putative transcription regulator	NULL	NULL
GRMZM2G061745_P01   	expressed protein	NULL	29.5.11.20	protein.degradation.ubiquitin.proteasom	NULL	NULL
GRMZM2G061745_P02   	expressed protein	NULL	29.5.11.20	protein.degradation.ubiquitin.proteasom	NULL	NULL
GRMZM2G061745_P03   	expressed protein	NULL	29.5.11.20	protein.degradation.ubiquitin.proteasom	NULL	NULL
GRMZM2G061745_P04   	expressed protein	NULL	29.5.11.20	protein.degradation.ubiquitin.proteasom	NULL	NULL
GRMZM2G061830_P01   	 NADH-cytochrome b5 reductase-like protein	NULL	21.99	redox.misc	NULL	NULL
GRMZM2G061830_P02   	NADH-cytochrome b5 reductase	NULL	21.99	redox.misc	NULL	NULL
GRMZM2G061830_P03   	 NADH-cytochrome b5 reductase-like protein	NULL	21.99	redox.misc	NULL	NULL
GRMZM2G061885_P01   	 lecithine cholesterol acyltransferase-like protein	NULL	11.8.10	lipid metabolism.exotics (steroids, squalene etc).phosphatidylcholinesterol O-acyltransferase	NULL	NULL
GRMZM2G061900_P01   	ras-related protein ARA-3	plasma membrane	30.5	signalling.G-proteins	NULL	NULL
GRMZM2G061900_P02   	ras-related protein ARA-3	plasma membrane	30.5	signalling.G-proteins	NULL	NULL
GRMZM2G061900_P03   	ras-related protein ARA-3	plasma membrane	30.5	signalling.G-proteins	NULL	NULL
GRMZM2G061922_P01   	 trafficking protein particle complex protein 2	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G061922_P02   	 trafficking protein particle complex protein 2	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G061928_P01   	soluble inorganic pyrophosphatase	NULL	23.4.99	nucleotide metabolism.phosphotransfer and pyrophosphatases.misc	NULL	NULL
GRMZM2G061928_P02   	 soluble inorganic pyrophosphatase	NULL	23.4.99	nucleotide metabolism.phosphotransfer and pyrophosphatases.misc	NULL	NULL
GRMZM2G061928_P03   	 soluble inorganic pyrophosphatase	NULL	23.4.99	nucleotide metabolism.phosphotransfer and pyrophosphatases.misc	NULL	NULL
GRMZM2G061928_P04   	 soluble inorganic pyrophosphatase	NULL	23.4.99	nucleotide metabolism.phosphotransfer and pyrophosphatases.misc	NULL	NULL
GRMZM2G061932_P01   	 lipase/lipooxygenase, PLAT/LH2	NULL	33.99	development.unspecified	NULL	NULL
GRMZM2G061938_P01   	expressed protein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G061938_P02   	expressed protein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G061938_P03   	expressed protein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G061938_P04   	no Arabidopsis or rice homologue	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G061950_P01   	annexin-like protein RJ4	NULL	31.1	cell.organisation	NULL	NULL
GRMZM2G061950_P02   	annexin-like protein RJ4, putative, expressed	NULL	31.1	cell.organisation	NULL	NULL
GRMZM2G061969_P01   	phospholipase D alpha 1 	NULL	11.9.3.1	lipid metabolism.lipid degradation.lysophospholipases.phospholipase D	NULL	NULL
GRMZM2G061969_P02   	phospholipase D alpha 1	NULL	11.9.3.1	lipid metabolism.lipid degradation.lysophospholipases.phospholipase D	NULL	NULL
GRMZM2G061988_P01   	pyridoxamine-phosphate oxidase	NULL	18.20*	Co-factor and vitamine metabolism.vitamin b6	NULL	NULL
GRMZM2G061988_P02   	pyridoxamine-phosphate oxidase	NULL	18.20*	Co-factor and vitamine metabolism.vitamin b6	NULL	NULL
GRMZM2G062034_P01   	microtubule motor 	NULL	31.1	cell.organisation	NULL	NULL
GRMZM2G062197_P01   	soluble inorganic pyrophosphatase	NULL	23.4.99	nucleotide metabolism.phosphotransfer and pyrophosphatases.misc	NULL	NULL
GRMZM2G062197_P02   	 soluble inorganic pyrophosphatase	NULL	23.4.99	nucleotide metabolism.phosphotransfer and pyrophosphatases.misc	NULL	NULL
GRMZM2G062333_P01   	DNA replication licensing factor MCM6	NULL	28.1	DNA.synthesis/chromatin structure	NULL	NULL
GRMZM2G062357_P01   	acyl-activating enzyme 18	NULL	11.1.8	lipid metabolism.FA synthesis and FA elongation.acyl coa ligase	NULL	NULL
GRMZM2G062357_P02   	 acyl-activating enzyme 18	NULL	11.1.8	lipid metabolism.FA synthesis and FA elongation.acyl coa ligase	NULL	NULL
GRMZM2G062373_P01   	 USP family protein	NULL	20.2.99	stress.abiotic.unspecified	NULL	NULL
GRMZM2G062373_P02   	 USP family protein	NULL	20.2.99	stress.abiotic.unspecified	NULL	NULL
GRMZM2G062394_P01   	phosphatase 2A isoform 2 (PP2Ac-2)	NULL	29.4.5	protein.postranslational modification.phosphatase	NULL	NULL
GRMZM2G062394_P02   	 OsPP2Ac-2 - Phosphatase 2A isoform 2 belonging to family 2	NULL	29.4	protein.postranslational modification	NULL	NULL
GRMZM2G062396_P01   	naringenin,2-oxoglutarate 3-dioxygenase	NULL	16.8.3.2	secondary metabolism.flavonoids.dihydroflavonols.flavanone 3-dioxygenase	NULL	NULL
GRMZM2G062425_P01   	 protein LRP16	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G062425_P02   	 protein LRP16	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G062425_P03   	 protein LRP16	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G062425_P04   	 protein LRP16	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G062425_P05   	 protein LRP16	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G062481_P01   	acyl carrier protein	NULL	11.1.12	lipid metabolism.FA synthesis and FA elongation.ACP protein	NULL	NULL
GRMZM2G062577_P01   	anther-specific proline-rich protein APG	NULL	26.28	misc.GDSL-motif lipase	NULL	NULL
GRMZM2G062826_P01   	eukaryotic translation initiation factor 3 subunit 6-interacting protein, putative, expressed	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G062826_P02   	eukaryotic translation initiation factor 3 subunit 6-interacting protein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G062953_P01   	 VHS and GAT domain protein	NULL	31.4	cell.vesicle transport	NULL	NULL
GRMZM2G063060_P01   	cell division control protein 48 homolog E (CDC48)	NULL	31.2	cell.division	NULL	NULL
GRMZM2G063060_P02   	cell division control protein 48 homolog E, putative, expressed	NULL	31.2	cell.division	NULL	NULL
GRMZM2G063188_P01   	expressed protein	NULL	33.99	development.unspecified	NULL	NULL
GRMZM2G063188_P02   	expressed protein	NULL	33.99	development.unspecified	NULL	NULL
GRMZM2G063188_P03   	expressed protein	NULL	33.99	development.unspecified	NULL	NULL
GRMZM2G063203_P01   	expressed protein	NULL	27.3.30	RNA.regulation of transcription.Trihelix, Triple-Helix transcription factor family	NULL	NULL
GRMZM2G063203_P02   	expressed protein	NULL	27.3.30	RNA.regulation of transcription.Trihelix, Triple-Helix transcription factor family	NULL	NULL
GRMZM2G063203_P03   	expressed protein	NULL	27.3.30	RNA.regulation of transcription.Trihelix, Triple-Helix transcription factor family	NULL	NULL
GRMZM2G063238_P01   	 dnaJ protein	NULL	20.2.1	stress.abiotic.heat	NULL	NULL
GRMZM2G063322_P01   	snRNP core Sm protein Sm-X5-like protein	NULL	27.1	RNA.processing	NULL	NULL
GRMZM2G063340_P01   	40S ribosomal protein S12 (RPS12C) 	cytosol	29.2.1.2.1.12	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S12	NULL	NULL
GRMZM2G063340_P02   	40S ribosomal protein S12 (RPS12C) 	cytosol	29.2.1.2.1.12	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S12	NULL	NULL
GRMZM2G063340_P03   	40S ribosomal protein S12 (RPS12C) 	cytosol	29.2.1.2.1.12	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S12	NULL	NULL
GRMZM2G063340_P04   	40S ribosomal protein S12 (RPS12C) 	cytosol	29.2.1.2.1.12	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S12	NULL	NULL
GRMZM2G063340_P05   	40S ribosomal protein S12 (RPS12C) 	cytosol	29.2.1.2.1.12	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S12	NULL	NULL
GRMZM2G063462_P01   	RNA binding protein, putative, expressed	NULL	27.4	RNA.RNA binding	NULL	NULL
GRMZM2G063462_P02   	RNA binding protein, putative, expressed	NULL	27.4	RNA.RNA binding	NULL	NULL
GRMZM2G063503_P02   	expressed protein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G063517_P01   	NOL1/NOP2/sun family protein	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G063517_P02   	 NOL1/NOP2/sun family protein	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G063517_P03   	 NOL1/NOP2/sun family protein	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G063517_P04   	 NOL1/NOP2/sun family protein	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G063517_P05   	 NOL1/NOP2/sun family protein	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G063519_P01   	 transferase, transferring glycosyl groups	NULL	26.2	misc.UDP glucosyl and glucoronyl transferases	NULL	NULL
GRMZM2G063519_P02   	 transferase, transferring glycosyl groups	NULL	26.2	misc.UDP glucosyl and glucoronyl transferases	NULL	NULL
GRMZM2G063544_P01   	expressed protein	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G063566_P01   	 xyloglucan endotransglycosylase/hydrolase protein 8 	NULL	10.7	cell wall.modification	NULL	NULL
GRMZM2G063566_P02   	 xyloglucan endotransglycosylase/hydrolase protein 8 	NULL	10.7	cell wall.modification	NULL	NULL
GRMZM2G063617_P01   	60S ribosomal protein L22-2 (RPL22B) 	cytosol	29.2.1.2.2.22	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L22	NULL	NULL
GRMZM2G063617_P02   	60S ribosomal protein L22-2 (RPL22B) 	cytosol	29.2.1.2.2.22	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L22	NULL	NULL
GRMZM2G063643_P01   	nucleic acid binding protein, putative, expressed	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G063643_P02   	nucleic acid binding protein, putative, expressed	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G063643_P03   	nucleic acid binding protein, putative, expressed	NULL	35.1	not assigned.no ontology	NULL	NULL
